City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,hobyo,5.3505,48.5268,30.77,65,32,6.09,SO,1712225353
285,tura,25.5198,90.2201,35.93,13,32,5.31,IN,1712225353
286,cartagena del chaira,1.3349,-74.8429,22.29,100,100,0.32,CO,1712225284
287,northam,51.0333,-4.2167,12.99,93,48,8.09,GB,1712225199
288,kayyerkan,69.3786,87.7439,-17.61,88,66,4.41,RU,1712225354
289,itamaraca,-7.7478,-34.8256,27.03,84,51,0.95,BR,1712225354
290,revda,56.801,59.9303,12.64,66,0,5.51,RU,1712225354
291,turbat,26.0023,63.044,33.85,16,35,6.72,PK,1712225252
292,lautoka,-17.6167,177.4667,26.92,74,20,3.6,FJ,1712225354
293,shimonoseki,33.95,130.95,14.6,89,79,2.45,JP,1712225354
294,chonchi,-42.6128,-73.8092,10.56,98,85,1.19,CL,1712225354
295,laguna,38.421,-121.4238,8.55,77,0,3.6,US,1712225354
296,ust-nera,64.5667,143.2,-16.81,98,70,2.27,RU,1712225354
297,norderney,53.7,7.15,11.1,96,100,7.07,DE,1712225354
298,usinsk,65.9939,57.5281,-10.52,87,100,8.49,RU,1712225106
299,ban karon,7.8477,98.2985,31.95,73,81,7.54,TH,1712225354
300,el colomo,19.05,-104.25,18.4,70,82,2.47,MX,1712225354
301,tofol,5.3248,163.0078,28.07,76,33,7.71,FM,1712225355
302,beaufort west,-32.3567,22.583,29.1,30,0,9.6,ZA,1712225355
303,hotan,37.0997,79.9269,18.81,13,50,4.3,CN,1712225355
304,praia da vitoria,38.7333,-27.0667,14.86,85,31,8.16,PT,1712225355
305,miracema do tocantins,-9.5618,-48.3967,23.79,96,52,1.28,BR,1712225355
306,qusmuryn,52.4503,64.6311,11.6,71,1,2.51,KZ,1712225356
307,pangkalanbuun,-2.6833,111.6167,26.49,95,100,1.33,ID,1712225342
308,san julian,21.0167,-102.1667,12.67,18,100,2.22,MX,1712225356
309,margate,51.3813,1.3862,13.16,74,55,5.36,GB,1712225134
310,chu,43.5983,73.7614,19.09,33,65,3.83,KZ,1712225160
311,lensk,60.7253,114.9278,1.49,90,100,7.5,RU,1712225356
312,santa terezinha,-29.9002,-50.0904,22.08,92,100,4.31,BR,1712225356
313,utrik,11.2278,169.8474,26.66,79,100,9.46,MH,1712225356
314,vilyuchinsk,52.9306,158.4028,-3.37,82,20,4.25,RU,1712225356
315,puerto madero,14.7208,-92.4215,24.11,94,0,0.0,MX,1712225315
316,iranshahr,27.2025,60.6848,30.97,14,72,5.84,IR,1712225356
317,el granada,37.5027,-122.4694,10.47,76,75,4.12,US,1712225356
318,banswara,23.55,74.45,34.57,20,100,5.81,IN,1712225356
319,port lincoln,-34.7333,135.8667,15.41,68,5,6.52,AU,1712225300
320,itoman,26.1247,127.6694,25.43,98,75,4.12,JP,1712225356
321,sol'tsy,58.1239,30.3238,1.02,57,100,3.3,RU,1712225357
322,karratha,-20.7377,116.8463,30.37,53,39,6.55,AU,1712225357
323,ayr,55.4627,-4.6339,9.06,70,75,5.14,GB,1712225357
324,amherst,41.3978,-82.2224,3.82,90,100,2.06,US,1712225318
325,patterson,37.4716,-121.1297,10.55,73,73,0.96,US,1712225357
326,melekeok village,7.4957,134.6367,26.31,94,100,1.54,PW,1712225357
327,cobadin,44.0833,28.2167,21.29,28,96,2.55,RO,1712225357
328,kuta,-8.7233,115.1723,28.97,83,40,2.24,ID,1712225357
329,tegueste,28.5167,-16.3167,18.7,90,40,7.2,ES,1712225357
330,el maamoura,36.465,10.8061,19.63,45,0,1.45,TN,1712225357
331,general acha,-37.377,-64.6043,12.36,58,45,3.88,AR,1712225357
332,tocopilla,-22.092,-70.1979,19.34,76,65,2.27,CL,1712225316
333,lethem,3.3803,-59.7968,25.72,76,24,4.7,GY,1712225358
334,maumere,-8.6199,122.2111,27.15,85,100,2.19,ID,1712225358
335,songling,31.1933,120.7176,13.77,53,99,4.13,CN,1712225358
336,kruisfontein,-34.0033,24.7314,32.63,27,1,9.35,ZA,1712225358
337,navarre,30.4016,-86.8636,14.47,67,0,2.57,US,1712225060
338,port saint john's,-31.6229,29.5448,24.92,68,99,3.64,ZA,1712225358
339,kirakira,-10.4544,161.9205,27.31,87,96,4.01,SB,1712225358
340,mount pleasant,32.7941,-79.8626,12.21,71,0,4.47,US,1712225119
341,monrovia,6.3005,-10.7969,28.62,77,13,3.34,LR,1712225358
342,al jawf,29.5,38.75,28.93,12,0,2.5,SA,1712225358
343,enriquillo,17.9,-71.2333,23.87,89,8,3.43,DO,1712225358
344,taltal,-25.4,-70.4833,17.32,81,1,0.83,CL,1712225358
345,constantia,44.1833,28.65,20.39,54,99,3.89,RO,1712225358
346,xai-xai,-25.0519,33.6442,28.03,64,45,1.68,MZ,1712225359
347,port moresby,-9.4431,147.1797,26.21,88,100,1.74,PG,1712225328
348,porto velho,-8.7619,-63.9039,24.03,94,40,0.0,BR,1712225307
349,bodo,67.28,14.405,-2.35,52,0,9.77,NO,1712225359
350,san juan nepomuceno,9.9516,-75.082,24.68,89,68,1.77,CO,1712225359
351,puerto santa,-8.9906,-78.6456,21.03,89,91,2.92,PE,1712225359
352,crane,31.3974,-102.3501,14.69,21,0,2.12,US,1712225359
353,tucurui,-3.7661,-49.6725,23.85,98,100,1.48,BR,1712225070
354,toliara,-23.35,43.6667,30.99,55,0,4.81,MG,1712225176
355,shingu,33.7333,135.9833,15.81,86,100,1.24,JP,1712225359
356,kudahuvadhoo,2.6708,72.8944,29.35,68,44,0.81,MV,1712225359
357,tortoli,39.9256,9.6572,19.31,45,1,3.24,IT,1712225092
358,n'zeto,-7.2312,12.8666,30.02,73,84,3.93,AO,1712225360
359,fonte boa,-2.4959,-66.2662,23.54,99,100,0.72,BR,1712225235
360,novo aripuana,-5.1206,-60.3797,23.2,99,89,0.82,BR,1712225360
361,cockburn town,21.4612,-71.1419,25.35,86,11,7.85,TC,1712225360
362,herceg novi,42.4531,18.5375,18.93,55,20,3.09,ME,1712225360
363,north bondi,-33.8824,151.2769,19.94,90,75,9.26,AU,1712225360
364,bloemfontein,-29.1211,26.214,18.71,77,75,4.12,ZA,1712225135
365,kavieng,-2.5744,150.7967,28.26,81,61,4.06,PG,1712225360
366,westport,41.1415,-73.3579,5.02,85,100,4.12,US,1712225341
367,namibe,-15.1961,12.1522,25.74,58,14,4.19,AO,1712225360
368,vanimo,-2.6741,141.3028,25.47,88,100,0.86,PG,1712225360
369,kristiansund,63.1115,7.732,3.03,51,0,4.12,NO,1712225272
370,kendari,-3.945,122.4989,26.38,91,88,1.89,ID,1712225312
371,aykhal,66.0,111.5,-18.34,85,74,12.2,RU,1712225360
372,talara,-4.5772,-81.2719,22.45,78,95,4.74,PE,1712225241
373,metlili chaamba,32.2667,3.6333,23.52,25,0,8.23,DZ,1712225360
374,panaba,21.2833,-88.2667,23.22,76,82,4.93,MX,1712225361
375,rongelap,11.1635,166.8941,26.92,78,99,9.42,MH,1712225361
376,tomatlan,19.9333,-105.25,15.88,65,100,0.66,MX,1712225361
377,iquique,-20.2208,-70.1431,19.68,77,100,0.86,CL,1712225361
378,hammerfest,70.6634,23.6821,-3.75,58,40,2.57,NO,1712225124
379,ankang,32.68,109.0172,20.27,53,64,4.74,CN,1712225361
380,arraial do cabo,-22.9661,-42.0278,23.92,100,40,1.03,BR,1712225361
381,maxixe,-23.8597,35.3472,28.9,74,40,3.6,MZ,1712225136
382,khalis,33.82,44.5264,31.93,15,6,2.67,IQ,1712225361
383,knyaze-volkonskoye,48.4642,135.4567,6.83,33,99,2.68,RU,1712225361
384,callao,-12.0667,-77.15,23.73,78,0,4.63,PE,1712225260
385,sinabang,2.4803,96.3801,29.26,75,61,1.12,ID,1712225361
386,dongning,44.0622,131.1207,6.82,42,37,3.49,CN,1712225361
387,thunder bay,48.4001,-89.3168,-0.21,85,100,6.65,CA,1712225277
388,campestre,-21.7111,-46.2464,19.01,91,17,1.34,BR,1712225361
389,mangai,-4.05,19.5333,34.63,42,96,0.3,CD,1712225142
390,antonio enes,-16.2325,39.9086,31.23,61,56,3.81,MZ,1712225362
391,farmville,37.3021,-78.3919,6.32,100,40,0.0,US,1712225219
392,portland,45.5234,-122.6762,6.58,82,75,4.63,US,1712225184
393,nova vicosa,-17.8919,-39.3719,26.51,85,99,3.06,BR,1712225362
394,cestos city,5.46,-9.5828,29.73,73,58,3.2,LR,1712225362
395,kone,-21.0595,164.8658,24.43,86,4,2.54,NC,1712225362
396,aberdeen,57.1437,-2.0981,5.86,84,75,4.63,GB,1712225362
397,ballina,-28.8667,153.5667,20.43,87,82,0.46,AU,1712225362
398,miyazu,35.5333,135.1833,10.11,84,100,3.25,JP,1712225362
399,yashkul',46.1711,45.3435,12.29,69,97,10.66,RU,1712225362
400,nyurba,63.2842,118.3319,0.9,90,100,7.78,RU,1712225362
401,anton lizardo,19.05,-95.9833,22.9,65,67,3.1,MX,1712225102
402,i-n-salah,27.1935,2.4607,28.61,16,3,10.22,DZ,1712225363
403,muynoq,43.7683,59.0214,20.52,22,0,4.44,UZ,1712225363
404,auki,-8.7676,160.7034,26.74,88,75,2.05,SB,1712225363
405,yemetsk,63.4721,41.7941,-5.88,83,100,4.94,RU,1712225363
406,turgen,43.4006,77.5933,13.07,47,99,2.32,KZ,1712225363
407,kailua-kona,19.6406,-155.9956,22.98,95,100,2.57,US,1712225316
408,cill airne,52.05,-9.5167,12.03,76,20,3.09,IE,1712225258
409,rosamond,34.8641,-118.1634,12.92,56,0,8.23,US,1712225363
410,bayawan,9.3636,122.8011,30.36,61,11,1.92,PH,1712225363
411,saudarkrokur,65.7461,-19.6394,-5.27,72,85,2.86,IS,1712225363
412,kavaratti,10.5669,72.642,28.83,71,8,2.48,IN,1712225363
413,yaren,-0.5472,166.916,28.29,75,74,2.44,NR,1712225363
414,badou,7.5833,0.6,32.35,50,98,2.02,TG,1712225363
415,nadym,65.5333,72.5167,-12.24,78,100,1.88,RU,1712225364
416,phalaborwa,-23.943,31.1411,29.15,45,78,2.23,ZA,1712225216
417,tieli,46.95,128.05,6.35,42,100,2.61,CN,1712225364
418,mahina,-17.5065,-149.489,27.64,74,0,3.6,PF,1712225364
419,saint-tropez,43.2693,6.6398,22.53,57,16,2.29,FR,1712225364
420,al hayy,32.1735,46.0433,32.47,12,1,4.83,IQ,1712225364
421,oranjemund,-28.55,16.4333,19.93,69,63,5.69,NA,1712225364
422,bairnsdale,-37.8333,147.6167,15.59,76,83,1.58,AU,1712225364
423,lebu,-37.6167,-73.65,9.95,77,2,2.47,CL,1712225364
424,lilongwe,-13.9669,33.7873,25.03,73,96,3.4,MW,1712225364
425,patnanungan,14.7833,122.1833,27.53,84,41,6.22,PH,1712225364
426,al ghayzah,16.2079,52.176,29.97,56,99,4.98,YE,1712225364
427,australind,-33.2667,115.7167,20.04,51,98,2.1,AU,1712225365
428,mirny,62.5353,113.9611,-9.31,75,100,6.71,RU,1712225223
429,altai,46.3722,96.2583,-0.39,72,95,3.25,MN,1712225365
430,veinticinco de mayo,-35.4323,-60.1727,10.55,100,5,1.65,AR,1712225365
431,satuek,15.297,103.2919,39.31,19,7,1.54,TH,1712225117
432,sosnovo-ozerskoye,52.5249,111.5418,4.74,44,75,6.01,RU,1712225365
433,puerto armuelles,8.2833,-82.8667,27.83,74,78,0.45,PA,1712225179
434,amos,48.5669,-78.1162,-1.2,80,100,6.05,CA,1712225365
435,jiuquan,39.7432,98.5174,15.34,20,93,3.9,CN,1712225365
436,kilindoni,-7.9139,39.6668,27.4,83,100,4.99,TZ,1712225365
437,linxia chengguanzhen,35.6003,103.2064,16.85,22,100,5.17,CN,1712225365
438,tralee,52.2704,-9.7026,12.14,76,20,3.09,IE,1712225365
439,jashpurnagar,22.9,84.15,38.35,12,56,6.35,IN,1712225366
440,carnarvon,-24.8667,113.6333,30.14,42,62,6.62,AU,1712225366
441,at taj,24.2049,23.2857,30.27,9,5,3.58,LY,1712225366
442,canutama,-6.5339,-64.3831,23.11,99,94,0.48,BR,1712225366
443,jijel,36.8205,5.7667,20.32,52,1,2.61,DZ,1712225366
444,mokhotlong,-29.2894,29.0675,15.43,66,80,2.65,LS,1712225366
445,kill devil hills,36.0307,-75.676,11.66,74,0,3.09,US,1712225366
446,dolores,-36.3132,-57.6792,8.66,82,8,2.74,AR,1712225366
447,temnikov,54.6302,43.2148,9.54,54,79,4.61,RU,1712225366
448,quellon,-43.1167,-73.6167,10.93,95,100,2.54,CL,1712225366
449,las choapas,17.9333,-94.0833,21.88,71,89,2.3,MX,1712225366
450,petoskey,45.3733,-84.9553,0.96,92,100,3.6,US,1712225239
451,kapit,2.0167,112.9333,26.94,97,93,0.51,MY,1712225366
452,bria,6.5423,21.9863,36.43,33,90,1.84,CF,1712225367
453,duba,27.3513,35.6901,28.89,45,0,4.75,SA,1712225367
454,chernyshevskiy,63.0128,112.4714,-12.08,76,96,5.81,RU,1712225367
455,vieira de leiria,39.8695,-8.9324,17.45,81,0,5.14,PT,1712225183
456,wahlstedt,53.95,10.2167,11.01,94,100,3.86,DE,1712225195
457,vurnary,55.4904,46.9648,13.01,64,100,6.22,RU,1712225192
458,kez,57.8979,53.7152,11.06,76,100,6.22,RU,1712225367
459,tsuruoka,38.7217,139.8217,7.28,75,16,3.05,JP,1712225367
460,butembo,0.15,29.2833,23.64,58,99,0.7,CD,1712225140
461,peace river,56.2501,-117.286,-0.19,79,33,1.8,CA,1712225229
462,kayangel,8.0823,134.7173,28.06,79,64,8.25,PW,1712225367
463,howrah,22.5892,88.3103,36.0,56,20,4.12,IN,1712225368
464,coahuayana de hidalgo,18.7,-103.6583,18.17,57,83,1.45,MX,1712225368
465,ascension,30.2169,-90.9001,11.72,80,0,0.0,US,1712225344
466,pangody,65.85,74.4859,-12.88,81,100,1.53,RU,1712225216
467,sur,22.5667,59.5289,28.99,53,67,4.51,OM,1712225179
468,caconda,-13.7333,15.0667,25.6,56,88,0.6,AO,1712225368
469,tsiombe,-25.3,45.4833,30.04,52,4,3.81,MG,1712225176
470,aripuana,-9.1667,-60.6333,22.84,99,100,0.5,BR,1712225368
471,moose jaw,50.4001,-105.5344,5.66,88,70,3.64,CA,1712225368
472,aljezur,37.3191,-8.8033,18.31,58,38,3.08,PT,1712225102
473,kattivakkam,13.2167,80.3167,36.05,56,1,7.61,IN,1712225369
474,soure,-0.7167,-48.5233,25.8,84,100,2.13,BR,1712225369
475,palmer,42.1584,-72.3287,2.75,78,100,9.26,US,1712225167
476,hasaki,35.7333,140.8333,17.38,83,100,2.73,JP,1712225369
477,lamarque,-39.423,-65.7021,12.05,46,1,5.77,AR,1712225369
478,aral,40.5156,81.2636,19.92,16,64,1.41,CN,1712225369
479,nambucca heads,-30.65,153.0,20.65,84,100,6.04,AU,1712225369
480,calheta,32.7167,-17.1833,23.17,70,17,2.93,PT,1712225369
481,karonga,-9.9333,33.9333,27.48,69,73,3.62,MW,1712225187
482,sergach,55.5308,45.4661,13.46,55,88,7.11,RU,1712225369
483,opochka,56.7105,28.6617,2.12,63,100,3.15,RU,1712225369
484,labuan,5.2767,115.2417,29.1,77,43,5.04,MY,1712225369
485,tenno,39.9,139.9667,7.29,61,5,6.35,JP,1712225369
486,plouzane,48.3833,-4.6167,14.18,88,100,9.77,FR,1712225143
487,muang phonsavan,19.45,103.2167,33.56,23,36,2.77,LA,1712225359
488,ongjin,37.9347,125.3619,13.12,51,98,3.33,KP,1712225370
489,vadso,70.0744,29.7487,-5.51,73,75,6.17,NO,1712225370
490,ujae,8.9322,165.7642,27.34,78,97,8.9,MH,1712225370
491,pizarro,4.9533,-77.366,24.51,89,100,1.63,CO,1712225370
492,karasuk,53.7377,78.0403,12.24,61,71,5.25,RU,1712225370
493,soio,-6.1349,12.3689,29.47,74,97,2.23,AO,1712225082
494,selfoss,63.9331,-20.9971,0.02,85,100,2.99,IS,1712225312
495,sirte,31.2089,16.5887,20.2,60,32,5.24,LY,1712225370
496,florence,43.7667,11.25,18.53,71,75,1.03,IT,1712225314
497,gisborne,-38.6533,178.0042,15.43,83,26,4.17,NZ,1712225304
498,kembe,4.6228,21.8865,34.3,39,67,2.23,CF,1712225371
499,dali,25.7,100.1833,23.94,24,8,6.15,CN,1712225371
500,tobruk,32.0836,23.9764,20.1,56,49,4.73,LY,1712225170
501,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,83,40,4.92,RU,1712225130
502,saint-philippe,-21.3585,55.7679,28.77,85,100,4.57,RE,1712225371
503,bahia blanca,-38.7196,-62.2724,13.04,38,2,4.74,AR,1712225360
504,noyabrsk,63.1994,75.4507,-8.2,83,100,2.68,RU,1712225371
505,reyhanli,36.2692,36.5672,24.66,37,34,5.38,TR,1712225154
506,chibougamau,49.9168,-74.3659,-4.44,80,56,6.19,CA,1712225371
507,salinas,36.6777,-121.6555,11.15,74,100,3.6,US,1712225122
508,arkalyk,50.2486,66.9114,14.88,38,14,4.9,KZ,1712225371
509,hasbergen,52.2333,7.9333,12.55,92,100,7.99,DE,1712225149
510,puerto deseado,-47.7503,-65.8938,9.38,37,29,12.61,AR,1712225153
511,port blair,11.6667,92.75,32.02,66,20,2.57,IN,1712225280
512,tolanaro,-25.0319,46.9987,26.86,68,5,7.62,MG,1712225371
513,taksimo,56.3444,114.8794,-1.95,83,47,1.31,RU,1712225371
514,selkirk,50.1436,-96.8845,-0.52,76,14,2.63,CA,1712225237
515,ulanhot,46.0833,122.0833,8.9,20,0,2.82,CN,1712225372
516,azul,-36.777,-59.8585,8.73,59,6,2.64,AR,1712225279
517,suva,-18.1416,178.4415,26.71,89,40,1.54,FJ,1712225372
518,vernon,50.2581,-119.2691,6.63,55,100,0.45,CA,1712225258
519,katsuura,35.1333,140.3,15.23,85,100,2.62,JP,1712225372
520,luderitz,-26.6481,15.1594,22.59,60,73,6.62,NA,1712225372
521,wewak,-3.5534,143.6268,27.01,86,97,2.89,PG,1712225231
522,dunedin,-45.8742,170.5036,9.89,89,18,3.44,NZ,1712225199
523,zhangye,38.9342,100.4517,16.13,23,72,6.18,CN,1712225372
524,puerto cabezas,14.0351,-83.3888,24.75,79,19,2.32,NI,1712225372
525,nema,57.5067,50.5011,7.37,94,100,5.84,RU,1712225372
526,west plains,36.7281,-91.8524,6.06,63,0,3.6,US,1712225372
527,minas de marcona,-15.2119,-75.1103,16.66,88,99,4.42,PE,1712225372
528,kalpatta,11.6106,76.0822,35.14,29,25,1.69,IN,1712225372
529,compostela,7.6731,126.0889,26.0,79,98,1.93,PH,1712225373
530,sarupathar,26.1984,93.8094,30.67,42,27,3.95,IN,1712225373
531,tejen,37.3834,60.5054,27.8,13,0,4.41,TM,1712225373
532,bontang,0.1333,117.5,28.89,80,48,3.77,ID,1712225373
533,ixtapa,20.7,-105.2,15.63,58,53,1.25,MX,1712225373
534,tsengel,49.4783,100.8894,9.58,30,98,3.16,MN,1712225373
535,sisimiut,66.9395,-53.6735,-8.25,89,9,4.27,GL,1712225373
536,choibalsan,48.0667,114.5,-0.11,76,22,3.88,MN,1712225373
537,horta,38.5333,-28.6333,16.12,76,40,9.39,PT,1712225373
538,nagqu,31.5,92.0,5.59,13,100,7.9,CN,1712225373
539,okha,53.5739,142.9478,-5.97,92,100,2.68,RU,1712225373
540,bucerias,20.75,-105.3333,16.02,74,56,1.6,MX,1712225373
541,paita,-5.0892,-81.1144,22.07,78,97,4.09,PE,1712225314
542,kaoma,-14.7833,24.8,32.12,34,91,3.46,ZM,1712225221
543,al fuwayliq,26.4432,43.2534,26.6,11,0,0.36,SA,1712225374
544,moranbah,-22.0016,148.0466,25.31,64,88,6.75,AU,1712225374
545,sault ste. marie,46.5168,-84.3333,2.16,93,100,3.6,CA,1712225374
546,cangucu,-31.395,-52.6756,18.95,99,100,3.18,BR,1712225182
547,suez,29.9737,32.5263,29.58,17,0,5.08,EG,1712225374
548,mingguang,32.7802,117.9638,12.74,68,100,3.87,CN,1712225374
549,pingliang,35.5392,106.6861,16.05,44,18,5.32,CN,1712225374
550,isiro,2.7739,27.616,33.92,33,67,1.84,CD,1712225374
551,phan rang-thap cham,11.5667,108.9833,29.63,67,36,3.88,VN,1712225209
552,letterkenny,54.95,-7.7333,7.94,80,100,3.69,IE,1712225287
553,mejit,10.2753,170.8646,26.89,78,100,8.75,MH,1712225374
554,san cristobal,7.7669,-72.225,19.1,95,80,0.8,VE,1712225374
555,kitimat,54.0524,-128.6534,-1.72,38,50,0.75,CA,1712225374
556,suoyarvi,62.0833,32.35,-5.63,76,100,4.17,RU,1712225375
557,ormara,25.2088,64.6357,26.51,59,34,9.15,PK,1712225248
558,labrador city,52.9463,-66.9114,-11.57,84,95,1.78,CA,1712225375
559,joutseno,61.118,28.5076,-2.35,39,70,4.73,FI,1712225375
560,tazacorte,28.629,-17.9293,20.08,81,0,2.06,ES,1712225375
561,mezhdurechenskiy,59.6,65.9333,12.96,77,72,5.9,RU,1712225375
562,walvis bay,-22.9575,14.5053,16.72,62,21,2.93,NA,1712225137
563,manaure,11.7751,-72.4445,26.28,82,95,3.79,CO,1712225375
564,richards bay,-28.783,32.0377,29.05,55,81,4.22,ZA,1712225375
565,bikenibeu village,1.3673,173.1241,25.98,94,75,2.06,KI,1712225375
566,erenhot,43.6475,111.9767,8.6,25,97,4.26,CN,1712225375
567,yanchep,-31.55,115.6833,28.12,35,100,2.45,AU,1712225375
568,timimoun,29.2639,0.231,27.84,16,0,8.29,DZ,1712225375
569,ouarzazat,30.9189,-6.8934,23.32,15,100,0.62,MA,1712225376
570,port hedland,-20.3167,118.5667,33.03,35,50,4.63,AU,1712225376
